vowel,F3,F2,F1
L,3125.2754853877277,2333.3514410012176,503.44951422147835
L,2728.2787342833444,2353.28209899647,468.4418811628173
L,3118.984939414304,2420.58272515629,465.91083464004805
L,2944.286659633527,2351.9138201680958,461.3460902103377
L,3181.528811110767,2321.3412485470894,412.7962345033824
L,2995.783413056681,2242.1921931852003,443.60468905661816
L,2864.1068236753244,2377.9375517942485,515.0866760021947
L,3100.8076099354894,2293.2809743434887,494.0100863133725
L,2982.9198641450707,2282.863506346458,455.1221415621734
L,2785.5833326493503,2318.8915216993455,486.8169917815712
L,3038.2503967722273,2315.811910770225,460.16023263417276
L,3145.8487811607106,2209.249150466316,501.74107411931993
L,2900.0115720608355,2276.0245331830038,447.5771376466314
L,2976.4609622779076,2480.330698215021,495.45241833592155
L,3202.3561354010794,2426.743356056688,456.3463736409916
L,3002.5050249063984,2272.74145298186,515.1333839325429
L,2870.3102131230235,2470.6797517702626,504.56483596312677
L,3332.2915237919606,2316.5545604215617,500.20258015386094
L,3401.2941528476545,2291.9638717025905,445.9287780220935
L,2766.01646832398,2449.2781974128525,437.52192247538517
L,2996.165496569026,2416.712284367357,487.47198921444243
L,3117.9441585177137,2391.285775448451,513.8846093915184
L,2907.6289044802224,2284.945324877279,464.3402743967096
L,3179.7287800808276,2471.472133077716,493.89709146154195
L,3233.6603082507477,2225.696667432743,523.26346229396
L,3285.522375604376,2451.9873011743093,526.0304436468211
L,2800.116467347988,2302.9840078869415,465.24242142453085
L,3163.1338187715583,2240.8208575420463,501.2935078565003
L,3262.212342381098,2447.207742934933,489.85258722142527
L,2902.2011345115006,2264.8598732556757,513.1782965629145
L,3171.967625446149,2360.3859418336056,472.90748446975374
L,2743.7604281695485,2238.371701490565,529.1607709544244
L,2857.5384570864735,2387.405988859393,507.32977195266403
L,2861.43605472945,2386.842013642863,505.6506602308823
L,3054.908021489142,2704.1886613325955,442.7033278980916
L,3214.614910086774,2344.566194552868,501.6418717393057
L,3120.36553670689,2278.304279691743,488.53026287789305
L,2769.3913434440515,2436.3340169425674,490.2005269536712
L,3150.4914747433695,2490.1224919415554,491.8780191410645
L,3075.6058499322066,2260.813669189802,465.7998685578754
L,3234.1550397700694,2534.846661724732,477.2496329630639
L,3060.0223193682123,2258.029350156987,511.3220778132088
L,3154.57587813655,2594.5489618618385,461.7884976861093
L,2995.297094214869,2392.368480338649,498.61272233607735
L,3020.078335128354,2261.77235105385,504.2859918235042
L,3163.081313092583,2256.6505876083397,515.7339436466978
L,3231.6308329588614,2380.8805607995514,484.9222883763813
L,3137.576918760843,2263.1036119421974,483.72526022181256
L,2724.4386519154086,2468.640880080722,445.2899386780291
L,3282.4970368096865,2325.9632988884673,477.8882423863621
L,2957.1764192362,2330.9394031587144,517.257531985325
L,2673.23600857992,2516.0011569049284,491.1632670686063
L,2868.748145454596,2237.8443095219277,523.4848916070781
L,2908.668374776742,2228.6163021220277,510.4661461981082
L,3104.680096565045,2254.090300574571,488.23149315602154
L,2896.4188528423115,2495.172130363473,508.6321088016862
L,3134.2107462501694,2407.76642049246,525.532693215547
L,3052.9521178758127,2225.24338466899,493.8547949949002
L,3371.4350821118405,2245.004689930773,474.27067418434024
L,3116.5704877161866,2358.6257516050714,459.27736853388785
L,3224.2516017535813,2639.344815378541,487.7365747354274
L,2914.9939755717996,2181.8354179124267,489.2301199464915
L,3221.5068764572266,2421.188586023079,482.94194724180966
L,2963.047682354362,2235.851650431086,503.1592445307459
L,3192.48723800451,2182.2174527238208,521.3946113230635
L,3140.6319718694695,2530.50206678849,450.58761487408447
L,2844.506942675833,2347.384379120017,495.1422439095189
L,3327.214479619801,2448.493831558639,477.1392471649894
L,2896.3247404498015,2510.4475677240393,459.7023639681202
L,3301.5857248859948,2331.37151518403,521.4125570537211
L,3156.638861427549,2348.8002833734295,470.45657762039906
L,3000.960412523121,2415.6484488733718,484.86332938365786
L,2962.3546885583123,2345.41408572994,484.8976352677175
L,2728.048740487579,2419.178379573764,459.3397324230891
L,2876.943808650643,2165.4715309541584,439.6774961764904
L,2846.090938649909,2281.1582717601946,530.1712081712666
L,2972.724467474597,2386.0189500661945,492.67162548412784
L,3073.0071006758494,2355.842310769151,454.13365560907823
L,3274.484090244822,2578.70100311018,442.3637925369371
L,2896.682035601194,2331.912427013919,459.7064122529189
L,3130.235641735038,2278.881812065418,535.2861040375294
L,3234.73724292655,2390.1368791222594,507.80171825917154
L,3221.8156997781434,2298.313209537113,463.2883535443116
L,3064.9285385623166,2466.888471721882,486.35830862748
L,2812.2714869935444,2270.066009502813,481.21355534419575
L,3041.449645499662,2598.253112405395,449.5283911910642
L,3130.1781977662463,2541.0876250598203,537.8555113519606
L,2991.2687333509684,2423.1115327841635,496.7597126263473
L,3082.8402863216097,2353.3115549534523,493.52880565642613
L,2666.452635091215,2445.6547171999064,486.0471963734365
L,3019.039207006798,2607.041454643838,466.70034344620814
L,2991.470450269223,2600.50117798571,462.90571948787596
L,2969.0249020597375,2347.614243679302,503.3037377434286
L,3084.721052747483,2212.147052699245,470.14812920047837
L,2960.2873457701558,2355.868611402375,493.28412435591036
L,3116.839108636299,2154.986610083776,508.6941748495947
L,3091.5546343413844,2528.7209146279793,493.72738960406974
L,3221.116949498364,2420.1689830789774,515.5113520122964
L,3132.721559588114,2353.4215221081267,537.8792984987922
L,3188.7115167160255,2432.845277783772,452.1772483405992
L,2856.339842194191,2399.6136057632743,486.514336926103
L,2959.2541904514806,2381.671204229126,521.3653403122528
L,3159.153187740103,2230.0757437217385,480.3070618244979
L,2930.1218666978566,2319.1544848846875,473.0111816750441
L,2980.0874018154987,2216.580242264146,479.91713944133573
L,2967.423244235258,2018.5926924072319,532.5792743917152
L,3219.200687716175,2320.502439277619,483.45448005123546
L,2874.146963881974,2565.519230301135,528.8195219787707
L,3076.919297616832,2486.032498674917,487.23317571125426
L,2848.948861755589,2316.3018866200473,486.18606039754275
L,2983.6132907338133,2339.144249943307,480.7927006861549
L,3040.6538973008373,2371.1795665013274,457.3863876465221
L,2943.5474848356207,2213.097910580979,506.6142455249217
L,2731.5729943280744,2501.4120580972262,516.4803379438977
L,3006.872133397103,2057.179039364422,474.2743499284899
L,3043.202287779262,2245.496760493406,470.55747578953094
L,3286.584297106491,2443.6276369421807,460.67177663776886
L,2809.126486761257,2326.3302021926447,477.8450187786869
L,3128.74480595101,2301.6987987388743,495.35271474498893
L,3348.401264215194,2461.432995904034,481.83866254796186
L,3025.0420805937147,2322.8234018832304,511.5124780357193
L,2957.2406024755337,2370.347585339248,484.2364293304282
L,2976.4026429673195,2202.705948962705,490.7998342623667
L,3043.687743696276,2424.1534355108743,470.11355259949414
L,3239.358371263812,2261.3215003716996,524.3457728590321
L,2786.2232867747157,2416.411560133852,494.48165098301797
L,2931.5582135788245,2415.1845831520645,513.9003758747078
L,2714.6026041726022,2424.4495734857887,422.78750968902864
L,2905.5912677421825,2557.648922649537,468.94996389358187
L,2873.80722343297,2341.5938635475613,532.9399380666498
L,2773.393704964,2240.6826029486474,519.162975148788
L,3336.578262741035,2352.769257727674,453.0768772339816
L,3372.930510551168,2553.5428128243425,499.3965697544579
L,2928.9867814347026,2359.202280445902,479.1273040427673
L,3103.5044516495677,2536.5809200590306,504.2379215434683
L,2888.5385418482765,2527.7707052148103,490.5621411813177
L,3157.8805937378634,2538.4184566096947,456.15533697424775
L,3047.5312254104583,2302.155499301773,445.13619487742426
L,3105.925278081391,2661.991562224858,438.56212247018607
L,3048.0723647232985,2440.744202072592,485.9723385699968
L,3035.7310027834724,2211.367665022531,488.621799842005
L,2937.4799789085187,2106.041758386286,511.8494021254066
L,3199.297595398888,2371.1089105126403,488.53215372016774
L,3216.9946446410304,2391.528164414008,504.83202394748577
L,3007.589342036607,2520.142077086369,490.74697528127433
L,3082.6220291914365,2214.815276259802,489.92998388138625
L,2926.002081844472,2289.5230675880057,463.3086785761657
L,2890.239237645583,2616.2542184067556,515.15183834702
L,3346.1440992023217,2220.3926639375545,484.72077806034804
L,2855.5460610125947,2282.734080771447,460.82723335048973
L,3242.2224985833045,2318.145840564467,508.8013609087105
L,3145.219053795687,2637.405282436391,447.2714220111757
L,3245.2219540534547,2500.566632924886,459.4929010616471
L,3206.738903812628,2404.7491418778513,477.5064483221252
L,2927.2262479137244,2279.965307366134,532.5029621132301
L,3053.10423231386,2457.486872681095,463.8997799327286
L,2933.955447759267,2492.944703693806,450.4077344910305
L,2989.6176183292605,2369.0237413592913,485.68964833443727
L,3025.661410042284,2411.805689114593,499.7324665030001
L,3165.142421314367,2248.4286996250294,476.1376543850196
L,3235.3805508655146,2470.7920299306106,449.8454442467323
L,3106.6534067887637,2131.0748642614285,484.13347788475795
L,3342.6941351062733,2252.9116861829425,462.8510984513783
L,3169.6291461570972,2182.5637208264593,467.7189660282763
L,3144.0467396518548,2289.9956985107283,477.30132480885504
L,3166.59994867959,2414.8478243781983,489.44366427053393
L,3001.2329840694288,2408.759726880554,480.0118557755909
L,3122.884026355171,2306.237788029799,478.5909592687341
L,2901.882942966935,2360.8603501167627,463.4143291433634
L,2882.9408093827715,2395.5866807339,488.1376655869625
L,3172.5056756398994,2314.0194013977443,492.85447625110766
L,3137.0792494075745,2417.5945027760863,463.0604635603283
L,3075.800335568697,2408.0595900084636,483.17335997582677
L,2734.499185449654,2383.977898034864,536.4326246014434
L,2998.0400056242465,2278.904883178608,492.0163677170303
L,3100.684533827722,2506.040933310491,452.6224840348004
L,3164.6451955555726,2434.8174087429857,479.5671611328858
L,3104.700619080746,2486.733347199006,504.0664164276871
L,2878.5181020119453,2461.983705583836,481.4377701884647
L,3064.1242310620682,2373.6555441859505,479.371631820522
L,3234.9141494333935,2355.1003512478305,455.96296099954645
L,2992.927667486221,2386.1306502628386,512.6855370407737
L,3145.0624036574395,2264.424203288162,543.0173364877952
L,3093.4179512207884,2515.8149547683834,479.33609642910994
L,3134.417288704287,2464.2671506593015,512.4194022888653
L,3214.407271815986,2468.13729525863,475.39065544166226
L,2965.722966695407,2404.3308380958365,505.5350429470368
L,3019.001685026451,2490.9565849457263,518.0806944034912
L,2913.1236117034423,2266.03412677609,479.6099423274361
L,3099.9570737990807,2302.9699506220463,515.6556946946415
L,3117.7338064107917,2369.6646134544676,448.32278499857506
L,2852.140715622341,2398.2293438458237,431.4978156283607
L,3207.5791005821675,2346.298307902973,561.3206952157128
L,3405.303415656549,2343.543647561481,480.43196138886873
L,3204.9755181124096,2566.4001611228077,443.4415982629202
L,2780.309785213607,2291.4443842431942,497.0731126336488
L,3128.8477535909847,2491.5004745518404,454.0273046899778
L,2699.440639317801,2466.4601785944787,462.99906000788957
L,2744.8778275010745,2382.1537879596967,502.1551928704811
L,3034.367978781687,2310.8594283339207,479.1514020936764
L,2996.4305413195207,2205.5934290130754,465.7404616506811
L,3132.5733775003587,2403.038487517771,487.05864431409873
L,2901.0905842450816,2343.5372510774573,430.4238791284051
L,3080.2444627421046,2533.9624239489544,447.3997090111831
L,2963.558140668045,2403.916876582473,513.2561496214238
L,2984.578512321782,2283.1413985643076,435.4505061106516
L,3068.7898304388823,2606.4754917469977,489.6982068564469
L,3049.5991138276063,2403.086233248196,482.7321281046413
L,2928.8933560744913,2462.3528500288885,488.4521407831489
L,3055.688662907673,2249.662967274347,514.4797165562244
L,3154.4668740750994,2299.6171109813167,507.19407021641877
L,2977.0458115204983,2272.52808701057,464.6531697128511
L,2782.646385371103,2420.7598864844526,438.77785118812886
L,2865.4780491572815,2119.5617179264636,480.92141691909995
L,3030.053581739499,2326.3681727907124,457.8217486737056
L,2874.058517537897,2419.9117363643823,469.70417084924003
L,3101.2920977824924,2260.3193428658105,487.37266523792164
L,3251.945392396297,2434.3141058964466,473.040206290072
L,3092.261422824832,2336.5413431118022,483.1903064603777
L,3003.295472889531,2345.5673619040526,488.1220544767413
L,2901.3637945088153,2244.872328708435,449.4666973249763
L,2808.7186158975087,2221.056321644928,486.85101953931974
L,2916.7159857601637,2425.734910395327,483.8383370323744
L,2752.507831818681,2442.4508628342146,502.58078729103977
L,2901.2868626864597,2414.687649947333,462.31556756656784
L,3067.9093830106335,2215.4730633775753,439.69647917129
L,2994.5629560055804,2350.3690521030007,473.39603539920734
L,2872.2577352873263,2317.711935902993,489.50346827482474
L,3046.147078951795,2386.580746868357,466.8167179090303
L,3231.8627396814218,2225.917502952397,494.77458117464425
L,3233.415675340338,2421.867381967557,478.10903991638435
L,2972.355455826896,2487.51736473622,448.6351555549306
L,2904.910531653047,2317.988794230604,512.8893382439147
L,3110.971529641643,2250.5285890561636,475.5060689149546
L,2959.2235720537005,2281.0674516683844,506.64018283914623
L,2843.6034113179257,2555.2383361905895,503.0017470179586
L,3219.5200340176543,2310.257402703013,479.3789316342395
L,2834.2293755128026,2302.9586703643504,494.92176457058207
L,3250.8440263809302,2234.07870641311,474.1730316218058
L,3029.9041740315056,2199.9479268407385,497.28108418846534
L,2942.482875859491,2341.895090973317,472.08542266832814
L,2932.5074771018917,2364.1669304669244,477.79302867758224
L,2996.2358942701617,2278.8594132362996,490.7165207994084
L,3305.424676035347,2381.541665283227,507.0562548901038
L,2840.782623125324,2383.6552901964883,456.49855509684875
L,2827.5474098122554,2277.569331067969,511.7843689260878
L,3198.0199162464214,2393.7353083829325,445.9852814786582
L,3023.0377585656315,2400.6760260526303,487.23919994432316
L,2771.544909481664,2259.71991447165,481.45252199580847
L,3134.864807337799,2105.3078851549312,479.08470599216145
L,3074.8363947220223,2465.4666176420424,499.7325106593341
L,3141.929511816164,2270.4070350824963,436.9217483884721
L,2993.0004966345773,2483.4429633309123,516.651926839715
L,3161.465320465757,2415.769552296305,492.16829750852105
L,2968.108473306967,2349.6203702872845,523.3080290487059
L,2909.11852041587,2555.94759200144,475.2230200690168
L,3255.327211453364,2198.644125126916,497.1495864581263
L,2940.5320387475954,2197.6446545549647,488.2775971242243
L,3207.095868529175,2265.085674886319,446.7987645549296
L,3038.979896724269,2354.6607723720986,496.24191900544116
L,3197.955611318789,2357.9741548145275,527.8104050522815
L,3087.229433753312,2324.035065664684,444.0806482776667
L,3012.905024223737,2325.222243705133,506.1913608301975
L,3123.5981252138054,2225.539601366943,487.15994343182655
L,3155.50923336444,2545.689708247611,504.43322081304956
L,3169.1432417806473,2372.1051688632433,492.3777349309763
L,3243.736923092795,2207.3990727480314,474.56104024771054
L,2935.06738050236,2409.8348562893643,512.7098655419666
L,2961.871875132028,2082.3465085467387,473.04486900765903
L,3192.4417651924573,2428.5747360238233,493.3406978846254
L,3010.2590224688606,2213.75461544201,495.4443578672309
L,2925.6468816982147,2623.269438722239,496.77774908176156
L,2964.3640366151394,2292.7036944962947,480.75539741028183
L,3016.44003160338,2497.065593956417,487.5019504993187
L,2941.316415055613,2588.5446110196713,484.19079620621335
L,3170.363376536652,2293.077215494657,491.76924241003024
L,3100.4909401480086,2141.54897120963,531.6688939176245
L,3250.0168769598267,2318.031653865737,456.38018576799107
L,3106.0552803471123,2375.2520029557522,491.589405107802
L,3082.244289529028,2424.862996985426,517.9524326403122
L,3139.720954262888,2240.8782372538994,515.9058928930057
L,3303.439813116487,2737.730708856054,455.8676190972637
L,3090.0759393073895,2118.791828347902,496.3585521265579
L,2969.317224484842,2592.447465238051,464.29304847405126
L,2795.1462092542974,2309.2730626619273,435.29197032510615
L,3167.655331730541,2120.80392978019,483.6872505855733
L,2735.8220256989516,2327.124784613542,522.6875824626795
L,3108.0529006276743,2262.8918812128964,482.24643574212115
L,3055.7502755175847,2420.888538395983,449.99037052676806
L,3143.455394352795,2045.2056895629719,467.788288060414
L,2978.4649979497717,2439.890897182924,483.54653509214637
L,2838.440799828838,2248.524562872138,487.7981222305699
L,3040.9303702643756,2296.518574035573,471.3878639832857
L,3159.2700447663656,2303.7828532582153,480.87259645669786
L,3384.2408201704948,2196.6495281884763,438.277998032472
L,3172.6149623315073,2284.750458001972,475.3145637050157
L,2933.7564788782856,2334.2786333542417,521.6046954071267
L,3175.444909208056,2466.957930280635,448.7981166026076
L,2877.2763821152043,2029.2789485158482,463.4534531708515
L,3199.040741401771,2426.128925487245,477.6504546997062
L,3049.595861690439,2283.5392845904585,487.9449270100031
L,3169.911319362716,2173.9213873887115,490.23649166127194
L,3195.33618305123,2315.9143908300816,499.9219197827121
L,3482.657000948735,2352.6614647293,492.49836525762856
L,2940.3355861790888,2386.4329499776923,494.11555974332265
L,3082.7426832422366,2244.4210284444275,487.9836367775096
L,3276.2042100452472,2418.051179153843,506.23199061608494
L,3016.8201227775726,2453.675703311854,489.7443182929291
L,2907.8434771132443,2402.6651088174667,459.0505255779165
L,2956.3908260388366,2387.388072337323,490.17844920212997
L,2871.4636642059763,2489.633817442375,496.8139516209564
L,2945.423204303999,2183.180597819885,479.50055441518344
L,2984.9266920790938,2378.37885904652,474.23073263309306
L,2746.5617102072742,2319.077974545888,475.6192984677002
L,3149.72835543176,2282.437888477243,523.5399933619475
L,2761.1880699430094,2520.0455566151604,477.5826968532938
L,3184.215630763244,2374.4365254899453,510.5202661950151
L,2993.8691961110135,2235.0881347227237,517.3051785375961
L,3035.677179406091,2391.199289506063,512.8192587241819
L,2895.4720322942844,2435.4167986458424,468.75404163142116
L,3032.8243478608865,2373.546987656692,446.7696420460565
L,2934.1105254134604,2524.764369527854,504.40151720432283
L,3043.4380685209976,2393.7493489691497,475.89404348887956
L,3260.0824538466413,2341.3083076758403,488.5989865250566
L,3227.9415015032864,2273.0758219169716,520.6447588056
L,2819.3750658026734,2557.7051820040883,473.99988464755984
L,3015.9520361444706,2141.506297257617,472.0167075753287
L,2894.273533038746,2293.145819659587,479.6839401761986
L,3199.2068899492892,2389.549096303124,490.4303911796369
L,2885.7689652927247,2260.850828904477,526.4392091931842
L,2940.7715620433905,2560.846625805775,477.13007204702706
L,3053.3492534523057,2491.570680197189,513.7162019898185
L,3036.0844626733974,2319.090258921078,481.6495211681885
L,3104.589216684633,2470.3966609723484,483.10215109470874
L,3147.4729933932344,2558.7360383410387,492.20862713619454
L,3100.5738084691293,2185.3887949330997,419.4678671955781
L,3112.285555066985,2353.7870346510367,470.56799840080896
L,3090.1748856690456,2357.8572590224658,510.23589305280865
L,3066.144824039733,2276.6763215404526,506.9125146708668
L,3019.8549414094623,2427.2629628442505,471.47053144544384
L,2953.803925928816,2374.9528932194585,483.30981174158
L,3126.245596948747,2333.232639671123,438.6519112219449
L,2986.9370666702325,2458.869033739756,475.818367686279
L,3015.389573606154,2481.639021823377,465.805846561697
L,2817.491088735221,2346.0053701161105,471.307199077343
L,2905.5024992896656,2344.2614975899796,494.86986138100985
L,3051.582101076673,2401.3005118451474,526.7937959191474
L,3000.6595417832377,2397.914726046732,470.7024972932309
L,2923.8031887592538,2295.8346699833487,471.4379804977512
L,3107.8739804955685,2642.7782117773645,465.7075510139384
L,2989.4021470977996,2357.5357036995947,492.5585421963404
L,3093.231031444898,2516.844327634365,424.4026314965747
L,2688.6351553146305,2306.3624061598,509.49979952918056
L,2814.003827975406,2009.3474758312132,496.7939826601939
L,3090.194275198219,2236.0828558959674,459.1992186425895
L,2904.968621197767,2378.0708012912933,467.87448608018036
L,3128.418857231613,2027.4403971115557,462.30702745716366
L,2881.1078628669284,2334.687714782453,470.0061466324631
L,3174.7908530010886,2145.1334267511984,484.0986191533877
L,3138.230055003267,2584.548559373451,471.36535179809255
L,3102.528605954412,2151.6932247795003,425.23425766584046
L,3181.9548084630765,2364.3424952761156,511.4610814586319
L,2843.3500489987678,2426.478427999275,528.131950849134
L,3117.068061115737,2397.7057630361414,483.206629351908
L,2813.2049455697297,2525.2964996477485,468.2477879987077
L,3130.0093690868675,2180.1711932479493,454.5160491021371
L,3272.066091491274,2323.931504330735,518.0966027464275
L,3041.0580898947173,2147.1955883477335,504.54343253352107
L,2962.9529376946066,2447.6199521983904,483.608842451093
L,2817.443002504521,2384.4278560050698,536.03878888299
L,3128.254382892232,2358.198525707104,508.96954315725907
L,3085.158541213255,2389.7774227285754,456.6372520923577
L,3088.6969011367823,2487.4411839913037,462.8090990267844
L,3270.4492871133466,2354.155762644839,461.5603662963442
L,3205.288536541875,2331.0865816239498,501.3422845327895
L,3008.4630447857344,2357.9255585275887,494.9194789346731
L,3097.4054358411145,2129.028366961582,455.92196367672045
L,3194.874434178318,2349.374848362392,470.35188903807017
L,2845.6136765709466,2237.321180009131,434.173562844919
L,3037.539498290211,2294.234756096291,459.6569024327046
L,3042.600959148112,2408.0395270983363,533.5507300628701
L,2822.2109960036755,2502.096808370287,506.500402698514
L,2934.0714933341465,2389.0326516297982,471.9481570284966
L,3081.3453618009203,2543.454742335088,497.62539051804623
L,3130.639068174085,2314.1159229153636,447.1600315420773
L,3021.1773276610065,2507.681414312658,446.11889626336
L,2891.9406079478276,2379.931159809679,459.22058694593863
L,2932.021295797863,2314.909467710643,450.0203396888079
L,2904.3003001750712,2448.1803511600992,451.42701975912223
L,2809.084818669363,2290.499546170117,500.67672538561277
L,3022.9398860092747,2310.063287512828,484.0712649600019
L,2786.517760373974,2423.4989435588977,492.25995600839804
L,2990.5190614292883,2483.9505735199264,455.77096921028414
L,3225.1753078201573,2383.2688759566386,474.8722549544421
L,3049.966289561027,2352.315941442856,512.4698319484879
L,2888.64493119155,2274.832099970915,508.0267148435504
L,2962.091592144184,2471.488036394461,524.0413789896603
L,2991.6659891373597,2445.5710951175297,455.1383314056424
L,3168.210037950051,2388.5818863429354,494.4238745141692
L,2954.453423203797,2168.576886109182,495.15353736370054
L,2738.021508774011,2327.4733042923203,505.7295420740423
L,3082.293189381019,2595.3915177463955,507.7563860348498
L,2953.182411022101,2368.2298071674327,481.8559975335519
L,2811.4807170752138,2253.797828125725,469.45762409643635
L,2742.170940239041,2370.616102620757,476.9849149516291
L,2797.6327459647882,2412.7981713190447,500.28832678428665
L,3087.656813198725,2326.678938281539,497.2833279648073
L,3156.835638026767,2401.350472119353,463.0856141520005
L,3095.223106855282,2506.365586960113,468.59140823452674
L,3373.2504401185656,2302.8441420562285,483.7826293721643
L,2950.3450737696326,2391.401776347571,440.9253461228581
L,2969.6467194106276,2235.856668058782,486.26842110159885
L,3204.802391871435,2441.3902316262956,425.7244264352577
L,3364.721932519441,2399.916852978418,464.24754575709403
L,3076.985576833967,2385.8344465109435,466.89560348561974
L,3083.2119792697677,2293.1664019888985,473.23465787653595
L,2948.239489926986,2195.586619988286,486.52195075570154
L,3142.345958984219,2425.884985236031,502.8011948511409
L,3102.51053305877,2302.005209835851,503.2778823260132
L,2845.7749475431287,2258.4956090178994,459.7145682751286
L,3217.8705574276155,2476.484741797064,494.7684214746366
L,3216.6300939245807,2261.0248109797826,491.41857214464267
L,3033.89212350731,2465.1438087843912,480.21733478386443
L,2994.238468084201,2428.9624323198373,504.15948538766827
L,2950.977106006636,2357.7778018625813,457.4386586975541
L,2671.670985679703,2388.7043514146735,497.70506435354935
L,3093.0044984070887,2134.4643268755462,474.52698626365316
L,2714.369214428202,2526.9671559801072,456.7717818418482
L,3244.637360984053,2476.8490853656504,461.2507429862541
L,2880.0803771889787,2406.4312780876844,462.6095745020288
L,3068.6442806254504,2307.9056373870817,439.98502429065496
L,2712.519056880651,2391.8054123844863,469.4383804261154
L,2968.5708394480575,2447.28589897284,511.33863098067354
L,3011.39604828412,2324.724202907909,495.0784542497003
L,2845.86378528536,2391.3878487239153,496.32804621950504
L,3156.837141314951,2135.9789929290837,464.6132702341141
L,2918.9331144564976,2376.8116323588893,494.60998160139684
L,3281.472843696629,2306.470331946475,470.9836241658325
L,3228.497433681841,2400.0702229812086,513.6137839951896
L,3097.0743296594515,2228.170959837156,450.80495023211597
L,2816.1616551811544,2443.2876294601892,511.70461327755123
L,3335.305130882631,2464.6972055472233,511.0825516474699
L,2964.460506820415,2228.253829670039,503.52941587788393
L,3116.7589668293444,2377.7052972658107,492.3550212572867
L,3102.334263897245,2516.8113436776835,514.2739018733295
L,3136.075236784754,2465.016189680566,495.41461064105835
L,2982.6024404049153,2454.463772808479,449.3229440870488
L,3213.8765454579666,2223.747662372666,489.9021493760928
L,2923.987248246247,2430.438247248551,482.180705793841
L,2809.5605029863673,2414.747731367935,469.04321323949006
L,3187.507046932161,2365.1567626928436,492.5494167971211
L,2906.827099016928,2295.3114636337145,471.9238769381588
L,3183.775633609026,2563.349840632999,463.5551021954095
L,3217.380869281995,2108.435645353936,454.16032596362123
L,2906.642468663089,2205.0658474736347,444.7563403866299
L,3116.0442839378347,2339.68649474368,492.1626403521634
L,3158.400655536449,2396.409209442652,498.88498070403153
L,3042.3858965051177,2224.6380318328456,508.5462124668222
L,2963.072032930961,2254.365737671343,478.7032832993238
L,2913.6594131693873,2315.6388573297495,491.3089022057577
L,3106.1743664959213,2258.8315946451694,471.2219152432878
L,3216.9969331781776,2423.6993139220385,533.1128207002673
L,3233.146565721644,2500.312655357213,449.4829745064924
L,3169.603282676842,2358.7201206993404,469.69378944455127
L,3078.6475417322904,2476.771263967808,495.0950829227517
L,2918.9009742251346,2452.7957665323274,467.60226085886546
L,3086.0766781098982,2329.128854520829,477.71438002058466
L,3169.966990139934,2241.99709263177,529.9764610437879
L,2775.011211522195,2294.325796455113,491.94061714209306
L,3142.1955575063503,2353.1187460423957,481.6140145225128
L,3115.6704705252605,2337.676034290629,516.6453273791279
L,3181.126642287454,2468.2114795064163,459.66731513060444
L,3040.8813570144694,2329.4699015637766,458.7147267770994
L,3107.9790626793215,2301.4233891425365,498.82800249088325
L,2889.63525792418,2568.2765524685456,461.3535662950017
L,3086.4765017736468,2458.637363453389,469.2190336106673
L,3183.12933842004,2219.649039560101,518.0686424352589
L,3055.159885297023,2294.47435100768,475.77476019587743
L,3176.4815264727986,2295.8881617386855,464.9030118004399
L,3019.1824383788426,2225.824230164951,526.9661353767948
L,2966.5398656510724,2463.3386849658327,488.05870252009373
L,2902.7108771939274,2364.2958556355948,501.9336671203546
L,3024.2619071990753,2506.085605846884,507.66959673568203
L,3193.272352563594,2310.6455866787182,456.9218048860771
L,2959.3358520413694,2388.20549123384,496.1807491318064
L,2721.509625063318,2364.0406139094107,486.8178547915549
L,3010.632869273431,2517.6931314636277,493.1859887931585
L,3253.000794768549,2339.462668468585,505.64008144404227
L,3302.592885124626,2520.1077503764923,456.62478051869607
L,3014.2763467631557,2324.1842735805617,494.8154970220933
L,3157.7718701729686,2265.8009412964566,484.63830011109405
L,2744.6580927463656,2535.5099969360735,470.62616208765786
L,3061.5276304172626,2328.3839213209117,510.676565936574
L,2619.85464172069,2363.0358270199613,480.4444770064306
L,2983.7524054341297,2569.1262890214134,461.5709935686331
L,3170.8146864550235,2407.1268922644945,513.4656899487327
L,2951.153586208714,2278.3264276786153,509.4700882655792
L,3117.9252977165916,2182.311158755473,469.97578390071203
L,3111.9813121099064,2464.065619197884,466.59657972539014
L,2608.138823154444,2426.871141713404,453.529255337853
L,2745.0532324666137,2030.0774593706253,502.65763777377543
L,3072.633453804318,2338.3161329807763,516.5449383655507
L,3150.287612863472,2556.1274800518668,449.365438347167
L,3047.7258472534277,2173.8236434123974,477.46041668569046
L,3015.048789922517,2439.097062606358,484.1003677295768
L,3148.163099658429,2448.1817957436742,535.0415275588028
L,3004.869965570573,2253.724065646201,488.9429193098913
L,2930.531953857149,2540.2418608676203,476.16028435947266
L,2966.6647674440355,2309.2669159738803,500.34978077684013
L,3028.919923009714,2289.122898519582,523.2182488106083
L,2922.305673822984,2369.2056882544016,498.7531935613871
L,2803.9766953948338,2421.7908042912504,457.51914963714717
L,3178.5977914943105,2251.166517840581,499.73037211915
L,3221.805417569888,2466.8648691560793,489.0692970549502
L,3017.6919110617814,2296.8383850984046,518.5254877832331
L,2946.222054641409,2242.366936800348,499.06865978104287
L,2931.4697169935816,2252.6549914246307,448.13695706860017
L,2979.283813006352,2355.21894842424,488.87066522300586
